Cust Order No,Cust Order Date,FWD Seller Order NO,FWD PO NO,FWD PO Date,Seller Invoice No,Seller Invoice Date,Cust Invoice No,Cust Invoice Date,Status,JioCode,HSN,Seller Style Code,Seller SKU,EAN,Description,Order Qty,FWD Shipment ID,FWD Shipment Date,FWD Carrier,FWD AWB,Shipped QTY,Estimated Dispatch Date,SLA Status,Cancelled Qty,Customer Cancelled QTY,Seller Cancelled QTY,Listing MRP,Seller TD,Selling Price,Base Price,Total Price,CGST_PERCENTAGE,CGST_AMOUNT,SGST_PERCENTAGE,SGST_AMOUNT,IGST_PERCENTAGE,IGST_AMOUNT,Total Value,Invoice Value,Brand,Fulfillment Type,POB ID,Seller Name
FN7724605200,Thu Jul 31 10:22:47 IST 2025,1083935924,5120219431,Thu Jul 31 00:00:00 IST 2025,AJ2613620,Thu Jul 31 18:00:58 IST 2025,AF25GJ183155388,Thu Jul 31 18:01:02 IST 2025,Delivered,701884646001,62114210,ZX--White,ZX--White-M,100000000125968984,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282268,Thu Jul 31 17:47:04 IST 2025,SHADOWFAX,SF1830548655AJI,1,Thu Aug 07 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1857606193,Thu Jul 31 10:01:17 IST 2025,1083932146,5120219424,Thu Jul 31 00:00:00 IST 2025,AJ2613617,Thu Jul 31 18:00:47 IST 2025,AF25GJ183155360,Thu Jul 31 18:00:51 IST 2025,Delivered,701884646002,62114210,ZX--White,ZX--White-2XL,100000000125968993,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282257,Thu Jul 31 17:47:04 IST 2025,XPRESSBEES,13670527238663,1,Mon Aug 04 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2689508292,Thu Jul 31 09:46:54 IST 2025,1083929736,5120219435,Thu Jul 31 00:00:00 IST 2025,AJ2613614,Thu Jul 31 18:00:35 IST 2025,AF25GJ183155340,Thu Jul 31 18:00:39 IST 2025,Delivered,701877210003,62114210,BATIK Maroon,BH-BATIK-Maroon-M,100000000125924008,WOMEN ABSTRACT STRAIGHT KURTA SET,1,E342231108282256,Thu Jul 31 17:47:03 IST 2025,DELHIVERY,195042383382756,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2085.0,1376,709.0,434.11,434.11,2.5,10.85,2.5,10.85,0.0,0.0,455.81,455.82,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3329609172,Thu Jul 31 09:46:30 IST 2025,1083929679,,,,,,,Cancelled,701884646001,62114210,ZX--White,ZX--White-M,100000000125968984,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Thu Aug 07 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1581601336,Thu Jul 31 09:45:02 IST 2025,1083929362,5120219434,Thu Jul 31 00:00:00 IST 2025,AJ2613611,Thu Jul 31 18:00:24 IST 2025,AF25GJ183155285,Thu Jul 31 18:00:28 IST 2025,Delivered,701884646001,62114210,ZX--White,ZX--White-M,100000000125968984,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282267,Thu Jul 31 17:47:03 IST 2025,SHADOWFAX,SF1830546934AJI,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4957607289,Thu Jul 31 09:39:40 IST 2025,1083928530,5120219428,Thu Jul 31 00:00:00 IST 2025,AJ2613608,Thu Jul 31 17:59:55 IST 2025,AF25GJ183155198,Thu Jul 31 17:59:58 IST 2025,Shipped,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282255,Thu Jul 31 17:47:02 IST 2025,XPRESSBEES,13670527237569,1,Fri Aug 08 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6655607452,Thu Jul 31 09:31:00 IST 2025,1083927061,5120219436,Thu Jul 31 00:00:00 IST 2025,AJ2613604,Thu Jul 31 17:59:48 IST 2025,AF25GJ183155166,Thu Jul 31 17:59:52 IST 2025,Delivered,701884646002,62114210,ZX--White,ZX--White-2XL,100000000125968993,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282266,Thu Jul 31 17:47:02 IST 2025,DELHIVERY,195042383375244,1,Thu Aug 07 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2329601763,Thu Jul 31 09:07:25 IST 2025,1083923485,5120219425,Thu Jul 31 00:00:00 IST 2025,AJ2613602,Thu Jul 31 17:59:40 IST 2025,AF25GJ183155129,Thu Jul 31 17:59:45 IST 2025,Delivered,701877201001,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-M,100000000125923967,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231108282254,Thu Jul 31 17:47:01 IST 2025,DELHIVERY,195042383365061,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6029604633,Thu Jul 31 08:49:14 IST 2025,1083920993,5120219427,Thu Jul 31 00:00:00 IST 2025,AJ2613599,Thu Jul 31 17:59:33 IST 2025,AF25GJ183155073,Thu Jul 31 17:59:37 IST 2025,Delivered,701877210004,62114210,BATIK Maroon,BH-BATIK-Maroon-3XL,100000000125926429,WOMEN ABSTRACT STRAIGHT KURTA SET,1,E342231108282253,Thu Jul 31 17:47:01 IST 2025,XPRESSBEES,13670527235244,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2085.0,1376,709.0,434.11,434.11,2.5,10.85,2.5,10.85,0.0,0.0,455.81,455.82,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FL0385412122,Thu Jul 31 08:42:43 IST 2025,1083920084,5120219422,Thu Jul 31 00:00:00 IST 2025,AJ2613596,Thu Jul 31 17:59:22 IST 2025,AF25GJ183155013,Thu Jul 31 17:59:26 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282252,Thu Jul 31 17:47:00 IST 2025,SHADOWFAX,SF1830544264AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6837606179,Thu Jul 31 08:37:47 IST 2025,1083919496,5120219415,Thu Jul 31 00:00:00 IST 2025,AJ2613592,Thu Jul 31 17:59:12 IST 2025,AF25GJ183154990,Thu Jul 31 17:59:15 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282251,Thu Jul 31 17:47:00 IST 2025,XPRESSBEES,13670527234674,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8657602526,Thu Jul 31 07:47:50 IST 2025,1083913778,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Thu Aug 07 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4708609850,Thu Jul 31 05:36:53 IST 2025,1083907435,5120219433,Thu Jul 31 00:00:00 IST 2025,AJ2613589,Thu Jul 31 17:59:00 IST 2025,AF25GJ183154940,Thu Jul 31 17:59:04 IST 2025,Delivered,701884646002,62114210,ZX--White,ZX--White-2XL,100000000125968993,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282265,Thu Jul 31 17:46:58 IST 2025,SHADOWFAX,SF1830541097AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7531607362,Thu Jul 31 01:52:18 IST 2025,1083899298,5120219432,Thu Jul 31 00:00:00 IST 2025,AJ2613587,Thu Jul 31 17:58:56 IST 2025,AF25GJ183154926,Thu Jul 31 17:59:00 IST 2025,Delivered,701855801001,,,ZX--Cream-2XL,,WOMEN PRINTED STRAIGHT KURTA SUIT SET,1,E342231108282250,Thu Jul 31 17:46:58 IST 2025,SHADOWFAX,SF1830537497AJI,1,Fri Aug 08 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7519601000,Thu Jul 31 01:49:06 IST 2025,1083898991,5120219418,Thu Jul 31 00:00:00 IST 2025,AJ2613585,Thu Jul 31 17:58:50 IST 2025,AF25GJ183154909,Thu Jul 31 17:58:53 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282249,Thu Jul 31 17:46:58 IST 2025,DELHIVERY,195042383277130,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5619605308,Thu Jul 31 00:33:04 IST 2025,1083886915,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Sat Aug 09 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2758604457,Thu Jul 31 00:21:07 IST 2025,1083884020,5120219420,Thu Jul 31 00:00:00 IST 2025,AJ2613583,Thu Jul 31 17:58:43 IST 2025,AF25GJ183154893,Thu Jul 31 17:58:47 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282248,Thu Jul 31 17:46:56 IST 2025,DELHIVERY,195042383246201,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0619605475,Thu Jul 31 00:18:42 IST 2025,1083883600,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Tue Aug 05 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8229607361,Thu Jul 31 00:17:10 IST 2025,1083883090,,,,,,,Cancelled,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Tue Aug 05 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5054606598,Wed Jul 30 23:55:20 IST 2025,1083877592,5120219419,Thu Jul 31 00:00:00 IST 2025,AJ2613580,Thu Jul 31 17:58:36 IST 2025,AF25GJ183154877,Thu Jul 31 17:58:40 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282247,Thu Jul 31 17:46:54 IST 2025,XPRESSBEES,13670527221631,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2319609250,Wed Jul 30 23:46:12 IST 2025,1083821752,5120219423,Thu Jul 31 00:00:00 IST 2025,AJ2613628,Thu Jul 31 18:01:49 IST 2025,AF25GJ183155579,Thu Jul 31 18:01:53 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282233,Thu Jul 31 17:46:45 IST 2025,XPRESSBEES,13670527216901,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3736603046,Wed Jul 30 23:44:27 IST 2025,1083814854,5120219377,Thu Jul 31 00:00:00 IST 2025,AJ2613627,Thu Jul 31 18:01:36 IST 2025,AF25GJ183155537,Thu Jul 31 18:01:42 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282228,Thu Jul 31 17:46:40 IST 2025,XPRESSBEES,13670527002836,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6919608132,Wed Jul 30 23:42:02 IST 2025,1083869680,5120219388,Thu Jul 31 00:00:00 IST 2025,AJ2613626,Thu Jul 31 18:01:30 IST 2025,AF25GJ183155512,Thu Jul 31 18:01:34 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282223,Thu Jul 31 17:46:53 IST 2025,XPRESSBEES,13670527215076,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0919604544,Wed Jul 30 23:41:10 IST 2025,1083755523,5120211235,Thu Jul 31 00:00:00 IST 2025,AJ2613625,Thu Jul 31 18:01:19 IST 2025,AF25GJ183155465,Thu Jul 31 18:01:23 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108274385,Thu Jul 31 16:50:56 IST 2025,XPRESSBEES,13670527213880,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7229606382,Wed Jul 30 23:39:17 IST 2025,1083873734,5120219411,Thu Jul 31 00:00:00 IST 2025,AJ2613622,Thu Jul 31 18:01:08 IST 2025,AF25GJ183155415,Thu Jul 31 18:01:12 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282246,Thu Jul 31 17:46:53 IST 2025,SHADOWFAX,SF1830532542AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2208608906,Wed Jul 30 23:33:07 IST 2025,1083848741,5120219430,Thu Jul 31 00:00:00 IST 2025,AJ2613616,Thu Jul 31 18:00:44 IST 2025,AF25GJ183155355,Thu Jul 31 18:00:48 IST 2025,Delivered,701884646002,62114210,ZX--White,ZX--White-2XL,100000000125968993,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282242,Thu Jul 31 17:46:51 IST 2025,XPRESSBEES,13670527208493,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9567608691,Wed Jul 30 23:33:00 IST 2025,1083847840,5120219412,Thu Jul 31 00:00:00 IST 2025,AJ2613619,Thu Jul 31 18:00:56 IST 2025,AF25GJ183155381,Thu Jul 31 18:00:59 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282240,Thu Jul 31 17:46:50 IST 2025,XPRESSBEES,13670527208374,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2229603178,Wed Jul 30 23:32:59 IST 2025,1083840788,5120219378,Thu Jul 31 00:00:00 IST 2025,AJ2613612,Thu Jul 31 18:00:32 IST 2025,AF25GJ183155334,Thu Jul 31 18:00:37 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282221,Thu Jul 31 17:46:49 IST 2025,XPRESSBEES,13670527208301,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4809603259,Wed Jul 30 23:32:57 IST 2025,1083833555,5120219429,Thu Jul 31 00:00:00 IST 2025,AJ2613610,Thu Jul 31 18:00:01 IST 2025,AF25GJ183155222,Thu Jul 31 18:00:07 IST 2025,Delivered,701877201005,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-L,100000000125935795,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231108282236,Thu Jul 31 17:46:47 IST 2025,XPRESSBEES,13670527208221,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2229605457,Wed Jul 30 23:27:21 IST 2025,1083838879,5120219400,Thu Jul 31 00:00:00 IST 2025,AJ2613607,Thu Jul 31 17:59:55 IST 2025,AF25GJ183155197,Thu Jul 31 17:59:58 IST 2025,Delivered,701884564003,62114210,VELVET Maroon,BH-VEL-GPO-Maroon-M,100000000125971825,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282220,Thu Jul 31 17:46:48 IST 2025,XPRESSBEES,13670527202047,1,Mon Aug 04 00:00:00 IST 2025,Delayed,0,0,0,4084.0,2695,1389.0,767.68,767.68,2.5,19.19,2.5,19.19,0.0,0.0,806.06,806.06,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1098601380,Wed Jul 30 23:26:27 IST 2025,1083779980,5120211240,Thu Jul 31 00:00:00 IST 2025,AJ2613605,Thu Jul 31 17:59:48 IST 2025,AF25GJ183155164,Thu Jul 31 17:59:52 IST 2025,Delivered,701884646001,62114210,ZX--White,ZX--White-M,100000000125968984,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108274535,Thu Jul 31 16:53:04 IST 2025,XPRESSBEES,13670527200767,1,Mon Aug 04 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4888603733,Wed Jul 30 22:58:15 IST 2025,1083861930,5120219382,Thu Jul 31 00:00:00 IST 2025,AJ2613601,Thu Jul 31 17:59:40 IST 2025,AF25GJ183155127,Thu Jul 31 17:59:45 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282222,Thu Jul 31 17:46:52 IST 2025,SHADOWFAX,SF1830530108AJI,1,Wed Aug 06 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4229605743,Wed Jul 30 22:23:39 IST 2025,1083851881,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Wed Aug 06 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1737,895.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3229603239,Wed Jul 30 22:07:50 IST 2025,1083845995,5120219421,Thu Jul 31 00:00:00 IST 2025,AJ2613598,Thu Jul 31 17:59:33 IST 2025,AF25GJ183155071,Thu Jul 31 17:59:37 IST 2025,Delivered,701877201001,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-M,100000000125923967,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231108282239,Thu Jul 31 17:46:50 IST 2025,DELHIVERY,195042383138283,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1029607933,Wed Jul 30 21:58:33 IST 2025,1083845026,5120219426,Thu Jul 31 00:00:00 IST 2025,AJ2613595,Thu Jul 31 17:59:22 IST 2025,AF25GJ183155011,Thu Jul 31 17:59:25 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282238,Thu Jul 31 17:46:49 IST 2025,DELHIVERY,195042383132300,1,Thu Aug 07 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2229600718,Wed Jul 30 21:29:33 IST 2025,1083837815,5120219392,Thu Jul 31 00:00:00 IST 2025,AJ2613593,Thu Jul 31 17:59:16 IST 2025,AF25GJ183155000,Thu Jul 31 17:59:19 IST 2025,Shipped,701884646001,62114210,ZX--White,ZX--White-M,100000000125968984,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282219,Thu Jul 31 17:46:48 IST 2025,DELHIVERY,195042383112571,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6668607825,Wed Jul 30 21:28:32 IST 2025,1083837590,5120219414,Thu Jul 31 00:00:00 IST 2025,AJ2613590,Thu Jul 31 17:59:05 IST 2025,AF25GJ183154948,Thu Jul 31 17:59:08 IST 2025,Delivered,701884646003,62114210,ZX--White,ZX--White-3XL,100000000125970867,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282237,Thu Jul 31 17:46:48 IST 2025,SHADOWFAX,SF1830524848AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN1229607879,Wed Jul 30 21:10:30 IST 2025,1083833365,5120219413,Thu Jul 31 00:00:00 IST 2025,AJ2613586,Thu Jul 31 17:58:54 IST 2025,AF25GJ183154921,Thu Jul 31 17:58:58 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282235,Thu Jul 31 17:46:47 IST 2025,DELHIVERY,195042383101415,1,Thu Aug 07 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0229609876,Wed Jul 30 21:04:22 IST 2025,1083831781,5120219389,Thu Jul 31 00:00:00 IST 2025,AJ2613582,Thu Jul 31 17:58:42 IST 2025,AF25GJ183154891,Thu Jul 31 17:58:46 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282218,Thu Jul 31 17:46:46 IST 2025,SHADOWFAX,SF1830523652AJI,1,Mon Aug 04 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5919602600,Wed Jul 30 20:55:13 IST 2025,1083829822,5120219394,Thu Jul 31 00:00:00 IST 2025,AJ2613578,Thu Jul 31 17:58:31 IST 2025,AF25GJ183154861,Thu Jul 31 17:58:35 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231108282217,Thu Jul 31 17:46:46 IST 2025,SHADOWFAX,SF1830523165AJI,1,Tue Aug 05 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1737,895.0,548.01,548.01,2.5,13.7,2.5,13.7,0.0,0.0,575.41,575.41,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
